2.74037, 2.25136, 0.468281, -1.83317
3.3839, -1.58743, 2.74037, 2.25136
3.3839, -1.58743, 5.28514, 2.29511
5.78132, -1.40601, 5.28514, 2.29511
7.3517, -1.51122, 7.09121, 2.39161
9.54084, -1.21952, 7.38628, 2.35122
9.54084, -1.21952, 9.49702, 2.67978
11.9502, -0.603097, 9.49702, 2.67978
14.4515, 0.171467, 11.2914, 2.7981
14.4515, 0.171467, 13.5105, 3.72541
17.1696, 1.90384, 13.5105, 3.72541
17.1696, 1.90384, 14.8465, 5.70243
18.3862, 4.05528, 14.8465, 5.70243
19.2299, 7.0288, 14.8465, 5.70243
19.2299, 7.0288, 15.4327, 8.25168
18.9716, 10.2006, 15.4327, 8.25168
18.9716, 10.2006, 15.4564, 10.9323
18.853, 13.3127, 15.4564, 10.9323
18.853, 13.3127, 15.5328, 13.0276
18.853, 13.3127, 15.1142, 15.3979
18.0202, 16.7654, 15.1142, 15.3979
16.0337, 19.9347, 15.1142, 15.3979
16.0337, 19.9347, 13.4609, 17.3604
13.3884, 21.6537, 13.4609, 17.3604
13.3884, 21.6537, 11.3013, 18.9378
10.3483, 23.0263, 11.3013, 18.9378
10.3483, 23.0263, 9.3884, 19.9926
7.16507, 23.4245, 9.3884, 19.9926
7.16507, 23.4245, 7.0154, 20.1382
4.26495, 23.6908, 5.24141, 20.1262
4.26495, 23.6908, 1.33951, 21.1308
1.98936, 25.6103, 1.33951, 21.1308
1.98936, 25.6103, -1.51884, 23.5076
0.381843, 27.0021, -1.51884, 23.5076
-1.6494, 27.8806, -1.51884, 23.5076
-4.0062, 27.7584, -3.24253, 24.1027
-6.51693, 26.4161, -4.65652, 23.7078
-8.80394, 24.0275, -4.65652, 23.7078
-8.80394, 24.0275, -7.49278, 20.5384
-10.3388, 22.4068, -7.49278, 20.5384
-10.3388, 22.4068, -9.31928, 19.0621
-11.9202, 21.9018, -11.5076, 17.9608
-11.9202, 21.9018, -13.9064, 18.4186
-13.8685, 22.9209, -13.9064, 18.4186
-13.8685, 22.9209, -16.0813, 19.809
-15.6663, 23.7939, -18.1022, 21.3235
-18.1434, 24.8364, -18.1022, 21.3235
-18.1434, 24.8364, -21.1888, 21.6986
-22.0904, 25.164, -21.1888, 21.6986
-22.0904, 25.164, -23.929, 20.9886
-25.9219, 24.2785, -23.929, 20.9886
-27.8927, 23.4255, -26.5286, 19.2893
-28.6549, 22.5828, -29.0652, 17.5808
-31.5509, 20.6243, -29.0652, 17.5808
-31.5859, 20.5469, -30.9445, 15.7181
-33.8788, 18.4375, -30.9445, 15.7181
-35.7685, 15.5329, -30.9445, 15.7181
-35.7685, 15.5329, -32.3068, 13.5233
-37.1728, 12.4396, -32.3068, 13.5233
-37.1728, 12.4396, -33.6707, 10.9043
-38.1904, 8.94584, -33.6707, 10.9043
-38.1904, 8.94584, -34.5973, 7.90061
-38.1904, 8.94584, -35.2293, 5.4453
-39.4135, 5.6238, -35.2293, 5.4453
-39.4135, 5.6238, -35.631, 2.82017
-39.9544, 2.98524, -35.631, 2.82017
-39.6402, -0.451875, -35.631, 2.82017
-39.6402, -0.451875, -35.99, -1.1974
-39.482, -4.08785, -35.99, -1.1974
-39.482, -4.08785, -35.924, -4.09897
-38.8234, -8.30492, -35.924, -4.09897
-38.8234, -8.30492, -34.9476, -7.60341
-37.1634, -11.1141, -34.9476, -7.60341
-37.1634, -11.1141, -33.1921, -9.66646
-34.6066, -13.4941, -33.1921, -9.66646
-34.6066, -13.4941, -30.9999, -11.0482
-32.058, -14.9157, -30.9999, -11.0482
-30.186, -15.7069, -29.1559, -11.6757
-28.967, -16.0258, -27.191, -11.666
-26.7765, -15.8093, -27.191, -11.666
-24.7948, -15.2086, -27.191, -11.666
-22.6246, -14.3238, -25.2977, -11.2867
-21.3223, -12.9942, -23.7497, -9.7364
-19.7384, -9.94983, -23.7497, -9.7364
-19.7384, -9.94983, -23.6583, -7.41928
-20.4672, -5.30436, -23.6583, -7.41928
-20.4672, -5.30436, -25.1782, -4.21882
-21.3414, -2.94683, -25.1782, -4.21882
-22.2921, -0.67881, -25.1782, -4.21882
-22.2921, -0.67881, -26.4609, -0.414636
-22.8077, 1.46291, -26.4609, -0.414636
-22.8077, 1.46291, -26.7847, 2.87112
-23.051, 3.85654, -26.7847, 2.87112
-23.051, 3.85654, -26.791, 5.02303
-22.9462, 6.05617, -26.791, 5.02303
-22.9462, 6.05617, -26.6998, 7.21686
-22.9462, 6.05617, -26.061, 9.36477
-22.1588, 7.99582, -26.061, 9.36477
-22.1588, 7.99582, -24.8535, 11.5005
-20.6728, 10.1967, -24.8535, 11.5005
-20.6728, 10.1967, -23.0231, 13.2943
-19.4964, 11.1367, -20.3245, 14.7933
-19.4964, 11.1367, -18.2597, 14.9366
-17.7465, 11.3208, -15.7395, 14.4543
-15.9279, 10.4182, -15.7395, 14.4543
-15.9279, 10.4182, -13.3459, 13.001
-15.9279, 10.4182, -11.4422, 11.2616
-13.4292, 8.20352, -11.4422, 11.2616
-13.4292, 8.20352, -9.87131, 9.15024
-11.0292, 5.6254, -9.87131, 9.15024
-11.0292, 5.6254, -8.09022, 7.08063
-8.07686, 2.58745, -8.09022, 7.08063
-8.07686, 2.58745, -5.58731, 5.28265
-8.07686, 2.58745, -3.34886, 3.54877
-5.16863, 0.432938, -3.34886, 3.54877
-5.16863, 0.432938, -0.719705, 2.14548
-2.07498, -1.20161, -0.719705, 2.14548
0.468281, -1.83317, -0.719705, 2.14548